Depth,N,Temperature
95.0,0.009045525617848436,0.18644221227324262
96.0,0.009368536186183572,0.18552073639455782
97.0,0.008813531536426571,0.18583134138321997
98.0,0.008774369592434815,0.18621300243764172
99.0,0.00872393044354185,0.18715645138888892
100.0,0.010666590084578993,0.18898034691043084
101.0,0.011220595650357644,0.19026261014739226
102.0,0.012756988817245712,0.19268891004346178
103.0,0.012956182679501072,0.2098135832993197
104.0,0.012680834581801675,0.21763531028911562
105.0,0.014675943259669477,0.21557216904761908
106.0,0.015249268576681192,0.20796646437074828
107.0,0.01724910187801926,0.19751482474489798
108.0,0.018888792041109742,0.18610428321995465
109.0,0.01385638587904588,0.19132585175736963
110.0,0.015307026055485671,0.16893101751700682
111.0,0.01623876980864347,0.15559817789115646
112.0,0.016531200779346035,0.16355866575963723
113.0,0.01642935751249278,0.2058602671201814
114.0,0.01676027565371817,0.2649294803571428
115.0,0.015608850865973667,0.3374468986961451
116.0,0.014362725825711043,0.41064780887188207
117.0,0.011738538142451068,0.45041583446712025
118.0,0.01015572784382696,0.4728742875566893
119.0,0.009961749668478567,0.4787713669217687
120.0,0.011242281302843396,0.49177844370748297
121.0,0.009722082737944018,0.49968813829365083
122.0,0.008944526547872853,0.5020664428287981
123.0,0.008087430316061,0.5062385839002269
124.0,0.007679449285255016,0.5094610198129254
125.0,0.008393412111193219,0.5129551144557822
126.0,0.007342204771620335,0.5162313362528345
127.0,0.007374911292832461,0.5173120059523811
128.0,0.007359267282447908,0.5210604323922903
129.0,0.006136141788080503,0.5222030646825397
130.0,0.007297242255154124,0.5222684378117913
131.0,0.007697658674688341,0.5261437824263039
132.0,0.007687956656965917,0.5324972626133787
133.0,0.00793406309091288,0.5448013783446711
134.0,0.009387202317690111,0.5576337183106576
135.0,0.009352328024665731,0.5700875632936508
136.0,0.008561460531050336,0.5860272452380952
137.0,0.009292900035017645,0.5999163184807257
138.0,0.009053387893490578,0.6166748259637188
139.0,0.008761628268924591,0.6376206422335601
140.0,0.011607234120045481,0.6668322359126984
141.0,0.011205782790672181,0.6990563952097506
142.0,0.010594629193029562,0.7354922110260771
143.0,0.010837861671843542,0.7659769139172335
144.0,0.011383548267116695,0.7973827952380952
145.0,0.012494234683369087,0.8399278435657594
146.0,0.013166364449759601,0.8811360620464854
147.0,0.01629431009814822,0.9440080861394561
148.0,0.012005898376218606,0.9810112146938776
149.0,0.013728003366521937,1.0132323032312929
150.0,0.014888479271532699,1.063540655272109
151.0,0.013398555408602535,1.1029810997448979
152.0,0.013737465332657253,1.142083104648526
153.0,0.014276249116938108,1.1825771272581016
154.0,0.011267868553201466,1.2229624984664038
155.0,0.011638755813980906,1.248725056785714
156.0,0.012331208024062826,1.2710204293749996
157.0,0.011076039457748214,1.2982957120238097
158.0,0.010825313992650047,1.3206914599107145
159.0,0.009299261675600723,1.3376456288293652
160.0,0.01015644386519959,1.3520209897380953
161.0,0.010451844657489138,1.3698245494047616
162.0,0.009321761291620611,1.3916966322916668
163.0,0.010287649577403385,1.4142986413392857
164.0,0.00976649855439295,1.431822725684524
165.0,0.009241382903707988,1.450481622291667
166.0,0.011589679481325627,1.4725916016666665
167.0,0.009917327428576995,1.5033383660714283
168.0,0.009492532426785652,1.5239820517857143
169.0,0.009923919645838011,1.5429100510714284
170.0,0.010644205266291291,1.5738491907142858
171.0,0.012563377772619467,1.5993137872916665
172.0,0.010425991879924318,1.6228821810714287
173.0,0.009623122098087217,1.6487615711607142
174.0,0.009324591302105783,1.6686602154166668
175.0,0.009083848972057466,1.684520364732143
176.0,0.01232633098178762,1.7013974604166666
177.0,0.009762966177843417,1.720743026964286
178.0,0.008891313291545886,1.7389279115178575
179.0,0.009226793710421325,1.7527162598511903
180.0,0.011902740541511777,1.7755809534821432
181.0,0.011027033115110468,1.804030281160714
182.0,0.011775988518684648,1.8305493477083334
183.0,0.010024620161133622,1.854598418333333
184.0,0.012637113086876066,1.880657656875
185.0,0.015565921867518625,1.9525616893796989
186.0,0.01158086603309254,1.974799294611529
187.0,0.013501667703360584,2.012737577236842
188.0,0.012325631489831682,2.054631503916039
189.0,0.014595690890381475,2.091736194141604
190.0,0.014222992752199485,2.1359272454887215
191.0,0.013858322509634298,2.1819206212406015
192.0,0.01411540748277232,2.243273686904762
193.0,0.013135135919372713,2.298230368139098
194.0,0.012244181349810923,2.324721139724311
195.0,0.010124423099689509,2.339401159116542
196.0,0.012287648554001508,2.3554522900689223
197.0,0.008521239051765658,2.372743285776943
198.0,0.012608177791431857,2.3875252803571425
199.0,0.00942300981264301,2.4099709070175437
200.0,0.008551395637190758,2.425391040413534
201.0,0.00850848978422559,2.4295172433897245
202.0,0.008184788075102869,2.4344295395363407
203.0,0.00905067715920857,2.4415578458020053
204.0,0.009054084405805438,2.4491145286654135
205.0,0.007848124197750498,2.458396390194236
206.0,0.00825455597621058,2.4676230629385967
207.0,0.007937046523517555,2.4781608108082707
208.0,0.008101538278185166,2.485664800595238
209.0,0.007931641829993386,2.494423826973684
210.0,0.0077580520019682134,2.499836403853383
211.0,0.008144285354325952,2.508746029887218
212.0,0.009293730372206224,2.5210702631265667
213.0,0.00887702628197107,2.5321141085213035
214.0,0.009889398430113872,2.5476621386278198
215.0,0.007031312123838066,2.5641292960526316
216.0,0.006383610043727646,2.576921879323309
217.0,0.008003238042261471,2.586056062781955
218.0,0.006472866715842297,2.5943727286967415
219.0,0.007212094584205713,2.601945718358396
220.0,0.006807200294098371,2.6079959855576442
221.0,0.008984137886924691,2.611867771334586
222.0,0.008878488399287596,2.624851303414787
223.0,0.007463394257467419,2.632634096710526
224.0,0.00868387280881883,2.647750646867168
225.0,0.0071251825029094926,2.650545891917293
226.0,0.00628918434899558,2.653482677349624
227.0,0.006071957223314107,2.6528423047410192
228.0,0.007552345342869101,2.659669856349206
229.0,0.007072353683100592,2.6603971262896824
230.0,0.006951004117086242,2.661333628439153
231.0,0.006386920301511123,2.661985746130952
232.0,0.007136209673818333,2.6614245840939152
233.0,0.007047210684382346,2.663807848941799
234.0,0.0067849859798711255,2.6690197332341272
235.0,0.007231571177680775,2.6736728798611114
236.0,0.006558553123252771,2.679642658267196
237.0,0.006539031219894028,2.6797342741402113
238.0,0.008404546394396521,2.683101527645503
239.0,0.00717183450352055,2.6917197524801586
240.0,0.007218821711314759,2.700172463822751
241.0,0.007562742154423802,2.7074971946979716
242.0,0.00639932120295096,2.7158868892562205
243.0,0.00881053973118418,2.7286780562675075
244.0,0.008528084991656573,2.741945059978992
245.0,0.006901973022257374,2.749731081827731
246.0,0.007195022908427783,2.75196365340803
247.0,0.006911226929659765,2.7555498299719887
248.0,0.004529548433808455,2.7574668319211018
249.0,0.007547566131076918,2.760376282142857
250.0,0.007511412448371665,2.7610647357492994
251.0,0.004293059445459009,2.7615494935924367
252.0,0.007497513965346434,2.7589503560457516
253.0,0.006695316645076231,2.759751948879552
254.0,0.005447685843087403,2.758553161239496
255.0,0.008759708737424588,2.758591671463586
256.0,0.002935152416042936,2.7578481131302524
257.0,0.004942885387876303,2.7495151798319326
258.0,0.007295228399893151,2.747927081547619
259.0,0.00178086518729754,2.745493977205882
260.0,0.006238357999829881,2.733915492261905
261.0,0.007400372421351453,2.7333260780462187
262.0,0.006920554511480407,2.740196278326331
263.0,0.006703685602570108,2.7285862847338938
264.0,0.0064868166936598096,2.72114339929972
265.0,0.007001669682599959,2.722800300805322
266.0,0.0030263682239515615,2.723236192682072
267.0,0.010076320169368349,2.7333383907329596
268.0,0.009009195172825538,2.7477640924479165
269.0,0.009524673516338854,2.760922195873016
270.0,0.00817619580347916,2.7642720823015874
271.0,0.008471665988493027,2.7780055772836207
272.0,0.01136966516796118,2.815775385989011
273.0,0.006549953472800166,2.806983299679487
274.0,0.005558590165307238,2.7968260382783887
275.0,0.008556929515962052,2.808105005208333
276.0,0.010297197084900329,2.8446120898268394
277.0,0.01002459635159348,2.8365349369227997
278.0,0.009751995618286633,2.847270999761905
279.0,0.0060126927651460715,2.846178566924603
280.0,0.004493104573393149,2.860141052156387
281.0,0.01866511496294856,2.935103833531746
282.0,0.005334898320625575,2.9332980510714286
283.0,0.00481830480745537,2.9147883892857145
284.0,0.0003470816250960026,2.9160991851190476
285.0,0.008161655716538261,2.9114409
286.0,0.006634398988351086,2.9091933029761905
287.0,0.006063776068479291,2.908939914285714
288.0,0.0008835583598272188,2.9062371629870127
289.0,0.0026092600121580085,2.8919241642857143
290.0,0.004334961664488798,2.854937356349206
291.0,0.0047965084051616105,2.8115060142857144
292.0,0.006656866624935212,2.8124825714285713
293.0,0.006219016739441579,2.8155713785714283
